time,lat,lon
2025-06-17 10:31:28,30.472513989,114.424950009
2025-06-17 10:31:30,30.472513555,114.425025924
2025-06-17 10:31:32,30.472515192,114.424936233
2025-06-17 10:31:34,30.472513531,114.424948404
2025-06-17 10:31:36,30.472513954,114.424949987
2025-06-17 10:31:38,30.472513947,114.424949966
2025-06-17 10:31:40,30.472513957,114.424949948
2025-06-17 10:31:42,30.472513959,114.424949966
2025-06-17 10:31:44,30.472513961,114.424949987
2025-06-17 10:31:46,30.472513965,114.424949998
2025-06-17 10:31:48,30.472513978,114.424950011
2025-06-17 10:31:50,30.472513984,114.424950029
2025-06-17 10:31:52,30.472514008,114.424950041
2025-06-17 10:31:54,30.472514028,114.424950053
2025-06-17 10:31:56,30.472514019,114.424950047
2025-06-17 10:31:58,30.472514044,114.424950043
2025-06-17 10:32:00,30.472514012,114.424950039
2025-06-17 10:32:02,30.47251402,114.424950047
2025-06-17 10:32:04,30.472513985,114.424950062
2025-06-17 10:32:06,30.472518024,114.424946908
2025-06-17 10:32:08,30.472518658,114.424946927
2025-06-17 10:32:10,30.472513963,114.42495002
2025-06-17 10:32:12,30.472518403,114.424946783
2025-06-17 10:32:14,30.472517039,114.424946123
2025-06-17 10:32:16,30.472513982,114.424949969
2025-06-17 10:32:18,30.472513983,114.424949989
2025-06-17 10:32:20,30.472513977,114.424950005
2025-06-17 10:32:22,30.472513978,114.424950009
2025-06-17 10:32:24,30.472513975,114.42495003
2025-06-17 10:32:26,30.472513999,114.424950034
2025-06-17 10:32:28,30.472514032,114.424950014
2025-06-17 10:32:30,30.472514035,114.424950006
2025-06-17 10:32:32,30.472514041,114.424950002
2025-06-17 10:32:34,30.47251403,114.424950036
2025-06-17 10:32:36,30.472514016,114.424950037
2025-06-17 10:32:38,30.472514009,114.42495004
2025-06-17 10:32:40,30.472515148,114.42494784
2025-06-17 10:32:42,30.472513949,114.424950031
