time,lat,lon
2025-06-17 10:31:28,30.472513989,114.424950009
2025-06-17 10:31:31,30.472507713,114.424893066
2025-06-17 10:31:34,30.472513531,114.424948404
2025-06-17 10:31:37,30.472514046,114.424950021
2025-06-17 10:31:40,30.472513957,114.424949948
2025-06-17 10:31:43,30.472514006,114.42495002
2025-06-17 10:31:46,30.472513965,114.424949998
2025-06-17 10:31:49,30.472513962,114.424950031
2025-06-17 10:31:52,30.472514008,114.424950041
2025-06-17 10:31:55,30.47251284,114.424948582
2025-06-17 10:31:58,30.472514044,114.424950043
2025-06-17 10:32:01,30.47251397,114.424949987
2025-06-17 10:32:04,30.472513985,114.424950062
2025-06-17 10:32:07,30.47251401,114.424950033
2025-06-17 10:32:10,30.472513963,114.42495002
2025-06-17 10:32:13,30.472514058,114.42495002
2025-06-17 10:32:16,30.472513982,114.424949969
2025-06-17 10:32:19,30.472514016,114.424950036
2025-06-17 10:32:22,30.472513978,114.424950009
2025-06-17 10:32:25,30.472513739,114.424948035
2025-06-17 10:32:28,30.472514032,114.424950014
2025-06-17 10:32:31,30.472513684,114.424947997
2025-06-17 10:32:34,30.47251403,114.424950036
2025-06-17 10:32:37,30.47251397,114.424949974
2025-06-17 10:32:40,30.472515148,114.42494784
2025-06-17 10:32:43,30.472513997,114.424950042
