case_name,HMM,trendHMM
noise_0m,0.39631271170426796,0.0
noise_10m,4.713442182943859,6.643403346766963
noise_20m,10.60869416890137,11.362492776752418
noise_5m,2.9062603185916904,4.86311798153381
raw,0.39631271170426796,0.0
step_1,0.39631271170426796,0.0
step_2,0.32603053918488,0.04447279079113354
step_3,0.16666540949811154,0.017966949758044533
step_5,0.2727527673476577,0.12024843562057787
