case_name,HMM,trendHMM
noise_0m,18.540409517328907,0.0
noise_10m,24.475168277270587,25.32158585525139
noise_20m,34.49131103129365,34.490203621986545
noise_5m,22.208881223970117,20.606340999062095
raw,18.540409517328907,0.0
step_1,18.540409517328907,0.0
step_2,97.83367671699064,98.90610004877526
step_3,100.60432757428093,100.20478539734775
step_5,107.84210118644529,104.7341165422344
