case_name,HMM,trendHMM
noise_0m,0.5280612244897959,1.0
noise_10m,0.2082560296846011,0.2597402597402597
noise_20m,0.18089053803339517,0.2189239332096475
noise_5m,0.24976808905380335,0.3409090909090909
raw,0.5280612244897959,1.0
step_1,0.5280612244897959,1.0
step_2,0.12523191094619665,0.11224489795918367
step_3,0.09388038942976357,0.10222531293463143
step_5,0.09038238702201622,0.0984936268829664
