obs_idx,matched_lat,matched_lon,edge_u,edge_v,edge_key,gps_to_road_distance_m
0,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.935436575579093
1,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.935547303237165
2,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93654006990673
3,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93778828372864
4,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.938638293589953
5,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.938929330564907
6,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.938877250988565
7,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.938659546756412
8,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.938169572174345
9,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.937476517078228
10,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93684663140446
11,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.936327827260236
12,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.936034725123868
13,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93585983280589
14,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.9355099174708
15,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93482151153762
16,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93384612584955
17,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93285774843464
18,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.931812054256614
19,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.93065731204773
20,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.929479929848323
21,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.928339933821977
22,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.927211900872717
23,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92624452913119
24,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.925695001139413
25,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92555627513411
26,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92576677233591
27,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.926160520134477
28,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92649998512481
29,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92653981878988
30,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.926430832785034
31,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.926292779123006
32,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.9259384379689
33,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.925356441883853
34,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92482116595158
35,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.924446701731412
36,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92414694715378
37,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.923899064005933
38,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92386225493765
39,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92387160628954
40,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.923646049432417
41,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.923305897980708
42,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.922868776714957
43,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92229371045398
44,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.9215775910747
45,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.92073753894641
46,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.919833702996375
47,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.919025811108853
48,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.91832838730977
49,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.91748940978202
50,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.9163066295299
51,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.91482770916284
52,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.91317602716924
53,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.911512854856078
54,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.909866750230492
55,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.908259585526114
56,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.9071363505018
57,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.906638664330078
58,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.906501499326552
59,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.90635040348353
60,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.905958781992297
61,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.905144702631762
62,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.903788420674637
63,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.90183020813201
64,30.53001022338866,114.3563232421875,12803991867,6222270514,0,22.8997955100926
65,30.529984558214093,114.35632324218923,6222270512,12803991867,0,22.12779255021535
66,30.530023199280755,114.35632324218855,12803991867,6222270514,0,21.542053162921174
67,30.530061960491288,114.3563232421909,12803991867,6222270514,0,21.84232653727526
68,30.53001022338866,114.3563232421875,6222270512,12803991867,0,21.711332513318855
69,30.530132754438164,114.35632324219206,12803991867,6222270514,0,18.090976284908027
70,30.530225753784183,114.3563232421875,6222270514,12803991855,0,20.35221436614837
71,30.530206123580005,114.35632324218903,12803991867,6222270514,0,20.125726298326345
